MP	Filename	All_tokens	Word_tokens
GillianShephard	19910508a795_1.txt	287	253
GillianShephard	19910508a796_0.txt	896	805
GillianShephard	19910516a417_3.txt	40	37
GillianShephard	19910516a417_5.txt	73	64
GillianShephard	19910516a418_0.txt	20	17
GillianShephard	19910522a1041_0.txt	595	540
GillianShephard	19910522a1042_1.txt	377	350
GillianShephard	19910522a1043_0.txt	640	595
GillianShephard	19910522a1044_1.txt	454	413
GillianShephard	19910522a1044_3.txt	251	231
GillianShephard	19910627a1120_14.txt	24	23
GillianShephard	19910627a1120_16.txt	31	29
GillianShephard	19910627a1121_0.txt	68	64
GillianShephard	19910627a1121_3.txt	26	24
GillianShephard	19910627a1121_5.txt	55	53
GillianShephard	19910627a1121_7.txt	100	89
GillianShephard	19910627a1122_0.txt	40	37
GillianShephard	19910627a1122_2.txt	28	25
GillianShephard	19910627a1130_3.txt	11	9
GillianShephard	19910627a1130_5.txt	89	79
GillianShephard	19910715a101_2.txt	307	275
GillianShephard	19910715a102_1.txt	243	218
GillianShephard	19910715a103_3.txt	62	56
GillianShephard	19910715a132_0.txt	136	116
GillianShephard	19910715a133_1.txt	10	8
GillianShephard	19910715a133_3.txt	386	352
GillianShephard	19910715a133_5.txt	7	6
GillianShephard	19910715a133_7.txt	363	322
GillianShephard	19910715a145_0.txt	196	177
GillianShephard	19910715a148_0.txt	680	612
GillianShephard	19910715a153_0.txt	638	581
GillianShephard	19910715a154_4.txt	114	96
GillianShephard	19911017a426_8.txt	25	22
GillianShephard	19911017a427_0.txt	110	101
GillianShephard	19911017a427_4.txt	23	20
GillianShephard	19911017a427_6.txt	68	63
GillianShephard	19911017a428_6.txt	17	16
GillianShephard	19911017a428_8.txt	147	133
GillianShephard	19911017a429_0.txt	23	19
GillianShephard	19911017a429_2.txt	101	93
GillianShephard	19911017a431_4.txt	58	49
GillianShephard	19911017a431_7.txt	164	147
GillianShephard	19911017a432_1.txt	63	60
GillianShephard	19911220a574_0.txt	1344	1239
GillianShephard	19920116a1083_7.txt	13	12
GillianShephard	19920116a1084_0.txt	67	59
GillianShephard	19920116a1084_2.txt	40	37
GillianShephard	19920116a1089_1.txt	24	21
GillianShephard	19920116a1089_3.txt	140	126
GillianShephard	19920116a1089_5.txt	47	44
GillianShephard	19920116a1090_0.txt	76	68
GillianShephard	19920116a1090_2.txt	59	55
GillianShephard	19920116a1090_6.txt	44	42
GillianShephard	19920116a1090_8.txt	61	56
GillianShephard	19920116a1091_0.txt	40	36
GillianShephard	19920116a1091_2.txt	58	52
GillianShephard	19920116a1091_4.txt	62	58
GillianShephard	19920116a1093_1.txt	64	54
GillianShephard	19920116a1093_3.txt	39	35
GillianShephard	19920312a958_5.txt	48	42
GillianShephard	19920312a958_7.txt	72	66
GillianShephard	19920312a959_1.txt	77	71
GillianShephard	19920312a959_3.txt	77	73
GillianShephard	19920312a959_5.txt	60	57
GillianShephard	19920312a961_10.txt	57	52
GillianShephard	19920312a962_1.txt	111	99
GillianShephard	19920312a962_3.txt	38	36
GillianShephard	19920312a962_5.txt	29	25
GillianShephard	19920312a962_7.txt	47	42
GillianShephard	19920609a130_2.txt	33	30
GillianShephard	19920609a130_4.txt	66	61
GillianShephard	19920609a130_6.txt	58	51
GillianShephard	19920609a130_8.txt	95	86
GillianShephard	19920609a131_1.txt	23	21
GillianShephard	19920609a131_3.txt	78	70
GillianShephard	19920609a134_1.txt	53	51
GillianShephard	19920609a134_3.txt	45	39
GillianShephard	19920609a134_5.txt	49	43
GillianShephard	19920609a134_7.txt	69	65
GillianShephard	19920609a135_0.txt	48	45
GillianShephard	19920609a135_2.txt	109	95
GillianShephard	19920609a135_4.txt	57	51
GillianShephard	19920609a136_2.txt	31	30
GillianShephard	19920609a136_4.txt	74	64
GillianShephard	19920609a136_6.txt	33	30
GillianShephard	19920609a136_8.txt	112	102
GillianShephard	19920609a137_1.txt	86	77
GillianShephard	19920609a139_10.txt	50	43
GillianShephard	19920609a139_4.txt	6	5
GillianShephard	19920609a139_6.txt	83	75
GillianShephard	19920609a139_8.txt	29	26
GillianShephard	19920609a140_11.txt	31	30
GillianShephard	19920609a141_1.txt	108	97
GillianShephard	19920707a166_6.txt	25	24
GillianShephard	19920707a166_8.txt	59	54
GillianShephard	19920707a167_1.txt	27	24
GillianShephard	19920707a167_3.txt	58	54
GillianShephard	19920707a167_5.txt	154	135
GillianShephard	19920707a168_0.txt	32	27
GillianShephard	19920707a170_10.txt	28	25
GillianShephard	19920707a171_0.txt	85	79
GillianShephard	19920707a171_2.txt	179	160
GillianShephard	19920707a171_4.txt	45	40
GillianShephard	19920707a171_6.txt	132	124
GillianShephard	19920707a175_5.txt	90	85
GillianShephard	19920707a176_0.txt	80	74
GillianShephard	19921103a130_6.txt	34	29
GillianShephard	19921103a131_0.txt	68	61
GillianShephard	19921103a134_1.txt	52	47
GillianShephard	19921103a134_3.txt	124	114
GillianShephard	19921103a134_5.txt	67	59
GillianShephard	19921103a134_7.txt	74	69
GillianShephard	19921103a135_1.txt	89	78
GillianShephard	19921103a136_10.txt	5	4
GillianShephard	19921103a136_12.txt	114	101
GillianShephard	19921103a137_1.txt	112	97
GillianShephard	19921103a137_3.txt	36	31
GillianShephard	19921103a137_5.txt	154	140
GillianShephard	19921103a138_2.txt	20	19
GillianShephard	19921103a138_4.txt	70	61
GillianShephard	19921103a138_6.txt	74	66
GillianShephard	19921103a138_8.txt	40	36
GillianShephard	19921103a139_0.txt	92	81
GillianShephard	19921103a139_2.txt	39	37
GillianShephard	19921201a127_6.txt	46	42
GillianShephard	19921201a127_8.txt	103	96
GillianShephard	19921201a128_0.txt	53	49
GillianShephard	19921201a128_3.txt	25	23
GillianShephard	19921201a128_5.txt	119	111
GillianShephard	19921201a128_7.txt	97	87
GillianShephard	19921201a129_1.txt	38	35
GillianShephard	19921201a129_3.txt	62	56
GillianShephard	19921201a129_5.txt	35	30
GillianShephard	19921201a130_3.txt	64	61
GillianShephard	19921201a130_5.txt	103	95
GillianShephard	19921201a130_7.txt	79	71
GillianShephard	19921201a131_0.txt	33	29
GillianShephard	19921201a131_2.txt	91	78
GillianShephard	19921201a131_4.txt	85	77
GillianShephard	19921201a135_1.txt	27	22
GillianShephard	19921201a135_3.txt	33	30
GillianShephard	19921201a135_5.txt	58	54
GillianShephard	19921201a135_7.txt	35	31
GillianShephard	19921201a135_9.txt	66	57
GillianShephard	19921208a711_0.txt	372	334
GillianShephard	19921208a711_2.txt	145	131
GillianShephard	19921208a712_1.txt	384	348
GillianShephard	19921208a713_0.txt	369	326
GillianShephard	19921208a714_0.txt	113	100
GillianShephard	19921208a714_2.txt	112	97
GillianShephard	19921208a714_4.txt	264	238
GillianShephard	19921208a715_1.txt	92	84
GillianShephard	19921208a715_3.txt	166	147
GillianShephard	19921208a715_5.txt	464	415
GillianShephard	19921208a716_1.txt	206	186
GillianShephard	19921208a717_1.txt	316	292
GillianShephard	19921208a717_3.txt	22	19
GillianShephard	19921208a717_5.txt	327	294
GillianShephard	19921208a718_1.txt	423	386
GillianShephard	19921208a719_1.txt	134	122
GillianShephard	19921208a719_3.txt	320	295
GillianShephard	19921208a720_1.txt	377	348
GillianShephard	19921208a721_0.txt	628	575
GillianShephard	19921208a722_1.txt	630	569
GillianShephard	19921208a723_1.txt	273	245
HaroldWalker	19900108a739_2.txt	16	13
HaroldWalker	19900108a740_2.txt	17	14
HaroldWalker	19900110a1002_1.txt	31	27
HaroldWalker	19900110a1002_4.txt	53	49
HaroldWalker	19900110a1003_1.txt	10	9
HaroldWalker	19900110a1004_1.txt	15	12
HaroldWalker	19900110a1005_1.txt	29	24
HaroldWalker	19900110a996_4.txt	5	3
HaroldWalker	19900110a997_2.txt	14	12
HaroldWalker	19900111a1116_5.txt	18	15
HaroldWalker	19900111a1117_2.txt	44	37
HaroldWalker	19900111a1117_4.txt	26	24
HaroldWalker	19900111a1118_0.txt	42	34
HaroldWalker	19900111a1121_5.txt	50	43
HaroldWalker	19900111a1122_6.txt	27	24
HaroldWalker	19900111a1127_2.txt	20	18
HaroldWalker	19900112a1246_1.txt	45	36
HaroldWalker	19900112a1261_0.txt	2	1
HaroldWalker	19900112a1273_1.txt	18	15
HaroldWalker	19900117a325_1.txt	38	35
HaroldWalker	19900118a432_11.txt	5	4
HaroldWalker	19900118a436_9.txt	10	9
HaroldWalker	19900118a439_3.txt	14	12
HaroldWalker	19900119a531_2.txt	12	11
HaroldWalker	19900119a531_4.txt	20	18
HaroldWalker	19900119a533_1.txt	83	78
HaroldWalker	19900119a533_3.txt	16	15
HaroldWalker	19900119a533_5.txt	30	26
HaroldWalker	19900119a533_7.txt	12	10
HaroldWalker	19900119a534_4.txt	16	14
HaroldWalker	19900119a534_6.txt	2	1
HaroldWalker	19900119a535_0.txt	122	112
HaroldWalker	19900119a535_2.txt	24	23
HaroldWalker	19900119a535_4.txt	21	19
HaroldWalker	19900119a535_6.txt	61	54
HaroldWalker	19900119a537_0.txt	16	13
HaroldWalker	19900119a557_2.txt	28	23
HaroldWalker	19900119a557_4.txt	31	28
HaroldWalker	19900119a559_1.txt	21	18
HaroldWalker	19900119a561_2.txt	19	16
HaroldWalker	19900123a841_1.txt	7	5
HaroldWalker	19900123a844_0.txt	18	16
HaroldWalker	19900123a853_0.txt	22	19
HaroldWalker	19900123a854_2.txt	10	8
HaroldWalker	19900123a859_4.txt	15	12
HaroldWalker	19900123a869_2.txt	18	15
HaroldWalker	19900124a962_1.txt	33	28
HaroldWalker	19900126a1217_1.txt	50	43
HaroldWalker	19900126a1230_0.txt	22	19
HaroldWalker	19900126a1232_2.txt	10	8
HaroldWalker	19900126a1241_18.txt	5	4
HaroldWalker	19900126a1241_20.txt	15	13
HaroldWalker	19900126a1241_25.txt	21	17
HaroldWalker	19900126a1241_4.txt	13	11
HaroldWalker	19900126a1241_6.txt	9	8
HaroldWalker	19900126a1242_0.txt	24	22
HaroldWalker	19900126a1242_2.txt	14	12
HaroldWalker	19900126a1242_5.txt	3	2
HaroldWalker	19900205a693_0.txt	23	20
HaroldWalker	19900205a693_2.txt	7	5
HaroldWalker	19900205a710_1.txt	12	9
HaroldWalker	19900205a710_3.txt	3	2
HaroldWalker	19900206a804_5.txt	9	7
HaroldWalker	19900206a806_1.txt	48	44
HaroldWalker	19900206a813_1.txt	17	15
HaroldWalker	19900207a955_1.txt	27	22
HaroldWalker	19900207a958_1.txt	55	51
HaroldWalker	19900207a958_3.txt	34	29
HaroldWalker	19900207a967_1.txt	40	34
HaroldWalker	19900208a1043_10.txt	16	14
HaroldWalker	19900208a1047_1.txt	22	18
HaroldWalker	19900208a1047_4.txt	12	10
HaroldWalker	19900208a1047_6.txt	2066	1862
HaroldWalker	19900208a1051_1.txt	14	12
HaroldWalker	19900208a1056_1.txt	17	14
HaroldWalker	19900214a295_5.txt	2	1
HaroldWalker	19900214a296_2.txt	16	13
HaroldWalker	19900214a297_0.txt	28	21
HaroldWalker	19900214a297_2.txt	27	23
HaroldWalker	19900214a297_4.txt	13	11
HaroldWalker	19900214a321_3.txt	14	11
HaroldWalker	19900219a718_4.txt	120	105
HaroldWalker	19900219a726_4.txt	45	37
HaroldWalker	19900219a726_6.txt	53	48
HaroldWalker	19900219a727_0.txt	25	20
HaroldWalker	19900219a727_5.txt	13	11
HaroldWalker	19900220a811_1.txt	26	22
HaroldWalker	19900222a1140_0.txt	17	13
HaroldWalker	19900301a424_0.txt	10	8
HaroldWalker	19900301a425_1.txt	15	11
HaroldWalker	19900306a786_0.txt	23	19
HaroldWalker	19900306a796_1.txt	47	42
HaroldWalker	19900312a114_1.txt	43	38
HaroldWalker	19900312a68_2.txt	50	44
HaroldWalker	19900316a860_13.txt	3	2
HaroldWalker	19900320a1011_2.txt	51	45
HaroldWalker	19900320a1027_13.txt	18	16
HaroldWalker	19900320a1027_9.txt	11	8
HaroldWalker	19900320a1028_1.txt	33	29
HaroldWalker	19900320a1028_4.txt	35	33
HaroldWalker	19900320a1028_6.txt	23	20
HaroldWalker	19900320a1028_9.txt	35	31
HaroldWalker	19900320a1029_10.txt	62	56
HaroldWalker	19900320a1029_3.txt	2	1
HaroldWalker	19900320a1029_6.txt	22	18
HaroldWalker	19900320a1030_5.txt	24	20
HaroldWalker	19900320a1030_7.txt	13	11
HaroldWalker	19900425a348_3.txt	44	35
HaroldWalker	19900425a348_7.txt	43	38
HaroldWalker	19900425a349_0.txt	41	38
HaroldWalker	19900425a367_1.txt	16	14
HaroldWalker	19900501a932_3.txt	87	78
HaroldWalker	19900501a932_5.txt	17	16
HaroldWalker	19900501a933_3.txt	49	45
HaroldWalker	19900508a137_12.txt	72	59
HaroldWalker	19900508a144_3.txt	398	332
HaroldWalker	19900508a151_1.txt	61	57
HaroldWalker	19900508a153_1.txt	17	15
HaroldWalker	19900508a153_3.txt	27	23
HaroldWalker	19900508a154_0.txt	38	33
HaroldWalker	19900508a49_9.txt	382	311
HaroldWalker	19900508a50_1.txt	78	71
HaroldWalker	19900508a55_10.txt	42	32
HaroldWalker	19900508a58_2.txt	14	12
HaroldWalker	19900508a59_11.txt	8	7
HaroldWalker	19900511a541_8.txt	273	208
HaroldWalker	19900514a649_0.txt	11	9
HaroldWalker	19900514a649_2.txt	9	7
HaroldWalker	19900514a649_4.txt	28	23
HaroldWalker	19900514a649_6.txt	50	44
HaroldWalker	19900514a649_8.txt	23	19
HaroldWalker	19900514a650_3.txt	120	109
HaroldWalker	19900514a650_5.txt	63	57
HaroldWalker	19900514a651_11.txt	200	179
HaroldWalker	19900514a651_2.txt	7	6
HaroldWalker	19900514a651_4.txt	6	4
HaroldWalker	19900514a651_7.txt	2	1
HaroldWalker	19900514a652_1.txt	88	76
HaroldWalker	19900514a652_5.txt	16	15
HaroldWalker	19900514a655_4.txt	38	34
HaroldWalker	19900514a655_6.txt	60	53
HaroldWalker	19900514a656_0.txt	156	140
HaroldWalker	19900514a656_3.txt	62	57
HaroldWalker	19900514a657_7.txt	14	12
HaroldWalker	19900514a666_0.txt	24	21
HaroldWalker	19900524a462_1.txt	28	22
HaroldWalker	19900524a489_1.txt	26	19
HaroldWalker	19900524a489_3.txt	16	13
HaroldWalker	19900524a489_5.txt	6	5
HaroldWalker	19900524a490_2.txt	30	26
HaroldWalker	19900605a580_1.txt	20	15
HaroldWalker	19900606a651_2.txt	63	56
HaroldWalker	19900606a739_3.txt	7	3
HaroldWalker	19900606a739_6.txt	18	14
HaroldWalker	19900606a749_0.txt	21	17
HaroldWalker	19900608a932_1.txt	31	26
HaroldWalker	19900608a941_1.txt	18	13
HaroldWalker	19900608a949_1.txt	19	17
HaroldWalker	19900608a950_0.txt	40	34
HaroldWalker	19900608a950_4.txt	48	44
HaroldWalker	19900608a951_1.txt	53	46
HaroldWalker	19900608a952_0.txt	73	66
HaroldWalker	19900608a952_2.txt	75	69
HaroldWalker	19900608a952_5.txt	38	32
HaroldWalker	19900608a957_1.txt	34	31
HaroldWalker	19900608a957_3.txt	18	16
HaroldWalker	19900611a65_5.txt	37	34
HaroldWalker	19900611a78_0.txt	46	41
HaroldWalker	19900613a352_3.txt	54	41
HaroldWalker	19900613a353_0.txt	56	51
HaroldWalker	19900613a360_0.txt	32	28
HaroldWalker	19900613a360_2.txt	15	13
HaroldWalker	19900613a360_4.txt	37	34
HaroldWalker	19900613a360_6.txt	40	37
HaroldWalker	19900613a361_2.txt	26	23
HaroldWalker	19900613a366_2.txt	16	14
HaroldWalker	19900613a367_5.txt	24	21
HaroldWalker	19900613a378_6.txt	120	107
HaroldWalker	19900613a418_7.txt	33	24
HaroldWalker	19900613a419_0.txt	26	23
HaroldWalker	19900613a431_3.txt	184	145
HaroldWalker	19900613a437_5.txt	55	40
HaroldWalker	19900615a647_1.txt	31	27
HaroldWalker	19900618a732_1.txt	13	11
HaroldWalker	19900619a900_3.txt	28	26
HaroldWalker	19900621a1178_5.txt	192	160
HaroldWalker	19900621a1192_2.txt	24	21
HaroldWalker	19900621a1196_1.txt	34	28
HaroldWalker	19900627a385_7.txt	32	22
HaroldWalker	19900627a386_6.txt	32	26
HaroldWalker	19900627a387_6.txt	21	18
HaroldWalker	19900627a394_3.txt	10	8
HaroldWalker	19900627a395_7.txt	19	17
HaroldWalker	19900627a397_0.txt	38	32
HaroldWalker	19900627a464_2.txt	34	28
HaroldWalker	19900629a650_1.txt	7	5
HaroldWalker	19900702a741_5.txt	44	42
HaroldWalker	19900702a741_7.txt	151	138
HaroldWalker	19900702a742_1.txt	11	9
HaroldWalker	19900702a742_3.txt	8	7
HaroldWalker	19900702a742_5.txt	33	31
HaroldWalker	19900702a742_7.txt	96	87
HaroldWalker	19900702a743_1.txt	6	5
HaroldWalker	19900702a743_3.txt	3	2
HaroldWalker	19900702a743_5.txt	90	81
HaroldWalker	19900702a743_7.txt	130	117
HaroldWalker	19900702a744_1.txt	22	19
HaroldWalker	19900702a744_3.txt	10	9
HaroldWalker	19900702a744_5.txt	129	117
HaroldWalker	19900702a745_1.txt	35	32
HaroldWalker	19900702a745_3.txt	38	34
HaroldWalker	19900702a745_5.txt	5	4
HaroldWalker	19900702a746_0.txt	25	21
HaroldWalker	19900702a753_0.txt	18	16
HaroldWalker	19900702a753_3.txt	46	41
HaroldWalker	19900702a754_1.txt	20	17
HaroldWalker	19900702a786_3.txt	19	16
HaroldWalker	19900702a786_5.txt	50	46
HaroldWalker	19900702a787_1.txt	36	30
HaroldWalker	19900702a790_0.txt	29	25
HaroldWalker	19900702a795_4.txt	33	30
HaroldWalker	19900702a802_2.txt	23	20
HaroldWalker	19900702a803_1.txt	37	33
HaroldWalker	19900702a811_0.txt	12	10
HaroldWalker	19900702a811_4.txt	12	10
HaroldWalker	19900702a812_2.txt	17	15
HaroldWalker	19900702a815_0.txt	10	8
HaroldWalker	19900702a817_2.txt	13	11
HaroldWalker	19900702a817_4.txt	13	10
HaroldWalker	19900702a821_2.txt	2	1
HaroldWalker	19900702a821_4.txt	28	24
HaroldWalker	19900702a821_6.txt	14	10
HaroldWalker	19900702a826_1.txt	36	29
HaroldWalker	19900702a826_10.txt	8	6
HaroldWalker	19900702a835_1.txt	33	25
HaroldWalker	19900703a878_0.txt	26	22
HaroldWalker	19900703a878_3.txt	38	34
HaroldWalker	19900703a891_0.txt	17	14
HaroldWalker	19900703a891_2.txt	9	7
HaroldWalker	19900703a894_1.txt	16	14
HaroldWalker	19900704a1051_1.txt	23	20
HaroldWalker	19900704a1056_0.txt	12	9
HaroldWalker	19900706a1272_2.txt	42	35
HaroldWalker	19900706a1274_0.txt	21	18
HaroldWalker	19900706a1275_0.txt	43	38
HaroldWalker	19900706a1275_5.txt	59	52
HaroldWalker	19900709a100_1.txt	42	36
HaroldWalker	19900709a100_3.txt	17	15
HaroldWalker	19900709a100_5.txt	68	57
HaroldWalker	19900709a92_4.txt	18	16
HaroldWalker	19900709a99_7.txt	28	25
HaroldWalker	19900710a221_3.txt	2	1
HaroldWalker	19900711a329_1.txt	66	59
HaroldWalker	19900711a333_0.txt	10	9
HaroldWalker	19900711a341_2.txt	19	16
HaroldWalker	19900711a350_1.txt	17	14
HaroldWalker	19900711a370_3.txt	12	10
HaroldWalker	19900711a370_5.txt	33	30
HaroldWalker	19900711a370_7.txt	29	25
HaroldWalker	19900711a371_0.txt	26	22
HaroldWalker	19900711a380_0.txt	2	1
HaroldWalker	19900711a386_0.txt	16	14
HaroldWalker	19900711a392_1.txt	11	9
HaroldWalker	19900711a394_1.txt	11	9
HaroldWalker	19900712a561_3.txt	5	4
HaroldWalker	19900712a561_7.txt	24	20
HaroldWalker	19900712a561_9.txt	36	33
HaroldWalker	19900712a564_0.txt	25	22
HaroldWalker	19900712a572_1.txt	52	45
HaroldWalker	19900713a612_4.txt	77	64
HaroldWalker	19900713a628_1.txt	27	24
HaroldWalker	19900718a1030_0.txt	23	18
HaroldWalker	19900718a1129_2.txt	17	13
HaroldWalker	19900719a1211_3.txt	24	19
HaroldWalker	19900719a1211_5.txt	82	68
HaroldWalker	19900719a1212_4.txt	39	35
HaroldWalker	19900719a1215_1.txt	15	12
HaroldWalker	19900719a1217_1.txt	33	30
HaroldWalker	19900719a1219_19.txt	15	12
HaroldWalker	19900719a1219_6.txt	15	12
HaroldWalker	19900724a420_10.txt	2	1
HaroldWalker	19900724a420_12.txt	17	14
HaroldWalker	19900724a420_14.txt	4	3
HaroldWalker	19900724a420_17.txt	23	17
HaroldWalker	19900724a420_19.txt	5	3
HaroldWalker	19900724a420_3.txt	4	4
HaroldWalker	19900724a420_5.txt	17	15
HaroldWalker	19900724a420_7.txt	37	32
HaroldWalker	19900724a421_1.txt	24	20
HaroldWalker	19900724a421_3.txt	66	58
HaroldWalker	19900725a507_3.txt	34	32
HaroldWalker	19900726a715_1.txt	24	20
HaroldWalker	19900726a732_0.txt	42	38
HaroldWalker	19901015a1007_0.txt	39	36
HaroldWalker	19901015a1009_3.txt	60	52
HaroldWalker	19901015a1010_5.txt	38	35
HaroldWalker	19901015a1010_8.txt	60	54
HaroldWalker	19901015a1011_1.txt	48	43
HaroldWalker	19901015a1011_6.txt	15	12
HaroldWalker	19901015a1012_0.txt	25	22
HaroldWalker	19901015a1012_2.txt	95	88
HaroldWalker	19901015a1012_4.txt	25	21
HaroldWalker	19901015a1012_6.txt	23	20
HaroldWalker	19901015a1013_0.txt	20	16
HaroldWalker	19901015a1014_3.txt	7	5
HaroldWalker	19901015a1014_6.txt	5	4
HaroldWalker	19901015a1014_8.txt	26	21
HaroldWalker	19901015a1015_1.txt	9	8
HaroldWalker	19901015a1032_4.txt	26	20
HaroldWalker	19901016a1107_11.txt	44	31
HaroldWalker	19901016a1107_3.txt	15	12
HaroldWalker	19901016a1109_0.txt	19	15
HaroldWalker	19901016a1110_0.txt	18	15
HaroldWalker	19901016a1110_4.txt	155	127
HaroldWalker	19901016a1112_13.txt	20	16
HaroldWalker	19901016a1114_6.txt	19	15
HaroldWalker	19901016a1175_4.txt	6	5
HaroldWalker	19901016a1175_7.txt	15	12
HaroldWalker	19901016a1181_5.txt	5	3
HaroldWalker	19901017a1249_12.txt	13	12
HaroldWalker	19901017a1249_8.txt	16	14
HaroldWalker	19901022a102_1.txt	25	21
HaroldWalker	19901022a106_11.txt	85	77
HaroldWalker	19901022a106_2.txt	6	5
HaroldWalker	19901022a106_5.txt	19	16
HaroldWalker	19901022a106_7.txt	11	10
HaroldWalker	19901022a106_9.txt	20	18
HaroldWalker	19901022a107_2.txt	15	13
HaroldWalker	19901022a107_4.txt	97	81
HaroldWalker	19901022a107_6.txt	35	32
HaroldWalker	19901022a109_3.txt	115	103
HaroldWalker	19901022a115_4.txt	26	22
HaroldWalker	19901022a146_3.txt	14	11
HaroldWalker	19901022a149_3.txt	56	49
HaroldWalker	19901022a158_1.txt	22	19
HaroldWalker	19901022a55_1.txt	67	61
HaroldWalker	19901022a55_4.txt	17	14
HaroldWalker	19901022a56_1.txt	55	51
HaroldWalker	19901022a56_3.txt	34	31
HaroldWalker	19901022a57_0.txt	13	11
HaroldWalker	19901022a91_0.txt	38	34
HaroldWalker	19901023a217_1.txt	12	11
HaroldWalker	19901023a229_1.txt	25	23
HaroldWalker	19901024a441_0.txt	43	39
HaroldWalker	19901024a442_3.txt	35	31
HaroldWalker	19901024a454_0.txt	3	2
HaroldWalker	19901024a454_2.txt	20	14
HaroldWalker	19901031a1057_0.txt	5	4
HaroldWalker	19901116a822_3.txt	10	7
HaroldWalker	19901130a1174_1.txt	27	21
HaroldWalker	19901204a272_0.txt	16	13
HaroldWalker	19901204a272_2.txt	13	11
HaroldWalker	19901204a272_4.txt	6	4
HaroldWalker	19901205a334_1.txt	14	12
HaroldWalker	19901205a343_1.txt	20	17
HaroldWalker	19901206a478_3.txt	2	1
HaroldWalker	19901206a478_5.txt	29	25
HaroldWalker	19901206a492_0.txt	15	14
HaroldWalker	19901206a492_3.txt	27	24
HaroldWalker	19901206a493_5.txt	39	34
HaroldWalker	19901206a501_1.txt	34	28
HaroldWalker	19901211a849_1.txt	28	24
HaroldWalker	19901211a854_1.txt	28	25
HaroldWalker	19901211a854_3.txt	22	20
HaroldWalker	19901211a921_1.txt	20	17
HaroldWalker	19901211a921_3.txt	13	11
HaroldWalker	19901211a922_1.txt	14	12
HaroldWalker	19901212a1041_11.txt	10	8
HaroldWalker	19901212a1042_0.txt	25	21
HaroldWalker	19901212a1042_11.txt	31	27
HaroldWalker	19901212a1042_13.txt	34	31
HaroldWalker	19901212a1042_3.txt	2	1
HaroldWalker	19901212a1042_5.txt	25	22
HaroldWalker	19901212a1042_7.txt	41	33
HaroldWalker	19901212a1042_9.txt	35	30
HaroldWalker	19901213a1162_1.txt	33	28
HaroldWalker	19901218a240_1.txt	29	23
HaroldWalker	19901218a244_0.txt	16	14
HaroldWalker	19901218a245_0.txt	27	24
HaroldWalker	19901218a245_2.txt	19	16
HaroldWalker	19901218a245_4.txt	47	43
HaroldWalker	19901219a414_4.txt	5	3
HaroldWalker	19901219a430_3.txt	2	1
HaroldWalker	19901220a571_1.txt	98	91
HaroldWalker	19901220a588_1.txt	43	37
HaroldWalker	19901220a596_0.txt	90	80
HaroldWalker	19910114a687_0.txt	16	14
HaroldWalker	19910114a691_2.txt	31	28
HaroldWalker	19910114a712_0.txt	29	26
HaroldWalker	19910115a790_0.txt	2	1
HaroldWalker	19910118a1104_7.txt	32	27
HaroldWalker	19910121a117_2.txt	33	29
HaroldWalker	19910121a117_5.txt	26	23
HaroldWalker	19910121a117_7.txt	8	6
HaroldWalker	19910121a118_1.txt	8	6
HaroldWalker	19910121a118_4.txt	33	29
HaroldWalker	19910121a118_6.txt	87	74
HaroldWalker	19910121a119_0.txt	29	24
HaroldWalker	19910121a132_2.txt	37	32
HaroldWalker	19910121a133_3.txt	15	13
HaroldWalker	19910121a134_4.txt	30	26
HaroldWalker	19910121a138_8.txt	14	12
HaroldWalker	19910122a274_0.txt	45	39
HaroldWalker	19910122a278_3.txt	51	46
HaroldWalker	19910122a298_0.txt	12	10
HaroldWalker	19910122a298_2.txt	55	49
HaroldWalker	19910124a529_0.txt	6	4
HaroldWalker	19910131a1166_7.txt	12	10
HaroldWalker	19910131a1167_2.txt	2	1
HaroldWalker	19910131a1167_9.txt	16	14
HaroldWalker	19910131a1170_2.txt	44	41
HaroldWalker	19910131a1172_0.txt	34	31
HaroldWalker	19910131a1172_3.txt	47	40
HaroldWalker	19910131a1172_5.txt	67	59
HaroldWalker	19910131a1173_1.txt	11	9
HaroldWalker	19910131a1173_4.txt	94	82
HaroldWalker	19910131a1174_2.txt	12	9
HaroldWalker	19910131a1174_6.txt	16	12
HaroldWalker	19910131a1176_2.txt	16	15
HaroldWalker	19910201a1276_0.txt	31	27
HaroldWalker	19910201a1276_6.txt	31	28
HaroldWalker	19910201a1287_1.txt	15	13
HaroldWalker	19910201a1292_12.txt	3	2
HaroldWalker	19910201a1294_0.txt	34	28
HaroldWalker	19910201a1295_0.txt	23	19
HaroldWalker	19910201a1295_2.txt	17	15
HaroldWalker	19910201a1295_4.txt	18	15
HaroldWalker	19910206a358_4.txt	43	37
HaroldWalker	19910207a495_3.txt	10	9
HaroldWalker	19910207a495_5.txt	39	34
HaroldWalker	19910214a1062_2.txt	35	34
HaroldWalker	19910219a175_1.txt	21	19
HaroldWalker	19910219a177_0.txt	44	39
HaroldWalker	19910221a486_3.txt	27	23
HaroldWalker	19910221a486_5.txt	41	36
HaroldWalker	19910221a487_0.txt	50	45
HaroldWalker	19910221a491_2.txt	14	11
HaroldWalker	19910221a492_1.txt	19	17
HaroldWalker	19910221a492_3.txt	52	44
HaroldWalker	19910221a493_7.txt	69	60
HaroldWalker	19910221a493_9.txt	64	54
HaroldWalker	19910221a494_5.txt	12	11
HaroldWalker	19910221a494_7.txt	28	25
